-0.00031619;0.000209661;4.5832e-06;349;tak;
-0.000230774;0.000228804;3.36283e-06;347;tak;
-0.000342205;0.000437552;9.82517e-06;391;tak;
-0.000118153;0.000109954;8.29498e-07;474;tak;
-0.0067475;0.00371878;0.00188975;1020;nie;
-0.000145477;6.04503e-05;7.9026e-07;496;tak;
-0.000277508;0.000199837;3.72383e-06;537;tak;
-0.000495897;7.26432e-05;7.99854e-06;465;tak;
0.00034313;0.000269029;6.05374e-06;833;tak;
-0.0680631;-0.00770374;0.146032;1020;nie;
-0.000386682;0.000359993;8.88783e-06;775;tak;
-0.000529334;0.000114555;9.33996e-06;721;tak;
-0.000372531;0.000360196;8.55037e-06;384;tak;
-0.0115149;0.000194002;0.0042205;1020;nie;
4.40296e-05;4.78314e-06;6.24586e-08;887;tak;
-0.000143518;6.5679e-05;7.93233e-07;632;tak;
-0.000208499;0.000204391;2.7145e-06;517;tak;
-0.000220355;0.000179068;2.56719e-06;546;tak;
-0.00874239;0.00335184;0.00279051;1020;nie;
-0.000213367;0.000197431;2.69084e-06;427;tak;
-0.00014678;-0.000173556;1.64518e-06;501;tak;
-0.792017;0.0857098;0.854748;1020;nie;
-0.110749;0.0400454;0.417959;1020;nie;
-0.0001544;0.000108192;1.13183e-06;532;tak;
-0.000349649;0.000235629;5.66081e-06;633;tak;
-2.78231e-06;2.513e-06;4.47591e-10;807;tak;
-1.49904e-05;4.87177e-06;7.91116e-09;757;tak;
0.00043809;0.00021414;7.57147e-06;661;tak;
-0.000199566;0.000195179;2.48121e-06;548;tak;
-8.09547e-05;9.78607e-05;5.13632e-07;677;tak;
-6.66796e-05;0.00013033;6.82449e-07;844;tak;
0.000343549;0.000200344;5.03632e-06;1018;nie;
-0.00053677;0.000134818;9.75327e-06;734;tak;
-9.76156e-05;4.26474e-05;3.61336e-07;994;tak;
-0.0223536;0.0592635;0.125766;1020;nie;
-0.00320797;0.00136457;0.000386969;1020;nie;
-0.00010252;8.94166e-05;5.89269e-07;781;tak;
0.000140399;0.000428448;6.47293e-06;581;tak;
-0.00604661;0.00615398;0.00236969;1020;nie;
-4.52152e-05;3.95157e-05;1.14821e-07;436;tak;
-0.877932;0.57043;2.50786;1020;nie;
-0.000418024;0.000250458;7.56173e-06;721;tak;
0.000271701;-1.94315e-05;2.36268e-06;740;tak;
-0.000402871;0.000259898;7.31906e-06;443;tak;
-0.0692272;0.0131736;0.154518;1020;nie;
-0.000377709;0.000380116;9.14363e-06;639;tak;
-0.000263202;0.000421716;7.86892e-06;437;tak;
-0.000236275;0.000175412;2.75742e-06;311;tak;
-0.0052994;0.0103994;0.00433599;1020;nie;
-7.44817e-05;4.55742e-05;2.42784e-07;789;tak;
-0.779012;0.0593758;0.730719;1020;nie;
-0.000315149;0.000239519;4.98934e-06;458;tak;
8.41202e-05;0.000448036;6.61726e-06;656;tak;
-0.00021808;4.41885e-05;1.57656e-06;668;tak;
-0.000321447;0.000315508;6.46e-06;329;tak;
-0.00017115;0.000166091;1.81116e-06;321;tak;
-0.000248122;0.000130394;2.50178e-06;508;tak;
-0.000360817;0.000360085;8.27426e-06;275;tak;
-0.000150199;0.000141247;1.35364e-06;402;tak;
-0.000455288;0.000229438;8.2768e-06;766;tak;
-6.61865e-05;1.79805e-05;1.49785e-07;935;tak;
-0.00025229;0.000176171;3.01505e-06;820;tak;
-8.90416e-05;-0.000269669;2.56809e-06;996;tak;
-0.000292576;0.000267399;5.00255e-06;259;tak;
-0.000391915;0.00037868;9.4571e-06;335;tak;
-9.2833e-05;0.000219577;1.80967e-06;663;tak;
-0.00852156;1.48383e-05;0.00231148;1020;nie;
-0.000445679;0.00030205;9.22999e-06;853;tak;
-0.000367066;0.000201532;5.58368e-06;855;tak;
-0.000187828;0.000125634;1.62598e-06;816;tak;
-0.000150549;0.000197384;1.96231e-06;565;tak;
-0.000306966;0.000101458;3.32823e-06;971;tak;
-0.00052915;0.00012046;9.37792e-06;704;tak;
-5.30171e-05;4.66953e-05;1.58934e-07;421;tak;
-0.000362047;0.000362529;8.35883e-06;770;tak;
-1.92787e-05;1.21131e-05;1.6507e-08;677;tak;
-0.106633;0.0071525;0.34367;1020;nie;
-0.000521939;-0.000167911;9.57231e-06;597;tak;
-0.00754078;0.00181223;0.00191474;1020;nie;
-0.000417394;-0.000100782;5.87096e-06;505;tak;
-0.000235245;0.000195686;2.98151e-06;1007;nie;
-3.9858e-05;1.06723e-05;5.42137e-08;703;tak;
-0.000333035;0.00011692;3.96701e-06;548;tak;
-0.000355561;0.000148296;4.72591e-06;805;tak;
-0.000392516;0.000349484;8.79515e-06;626;tak;
-0.00701381;0.00212616;0.00171001;1020;nie;
-0.00133888;-0.00174204;0.000153711;1020;nie;
-6.45006e-05;7.08583e-05;2.92353e-07;739;tak;
-0.208638;0.00560374;1.11232;1020;nie;
-0.000895915;0.000721356;4.21281e-05;1020;nie;
-0.000301622;0.000285677;5.4956e-06;569;tak;
-0.741998;0.0927729;0.915063;1020;nie;
-0.000240778;0.000183569;2.91905e-06;444;tak;
0.0050822;0.00336162;0.00118216;1020;nie;
-0.271922;0.0092359;1.61196;1020;nie;
-0.000332628;0.000363164;7.72275e-06;667;tak;
-5.19432e-05;2.62979e-06;8.61345e-08;795;tak;
-5.81558e-05;6.0753e-05;2.25223e-07;290;tak;
-0.00014105;9.2025e-05;9.03169e-07;455;tak;
7.67327;-1.26538;64.1902;1020;nie;
-0.000136156;0.000121335;1.05909e-06;569;tak;
-0.00022285;3.08426e-05;1.61166e-06;720;tak;
-0.000298423;-8.62554e-05;3.07269e-06;646;tak;
