3.41153;3.00916;3.18192;2.42608;4.0013;-0.306945;582;2.78433;2.50597;3.74598;-0.199165;269;
5.33287;3.64711;2.9273;2.72815;4.00149;-0.306941;592;2.51649;2.77241;3.74419;-0.198594;275;
5.04607;4.65809;3.02904;2.61675;4.00281;-0.307224;512;2.77515;2.51503;3.74524;-0.198933;265;
3.31825;3.6245;2.11454;3.39722;4.00155;-0.306938;646;2.78232;2.50767;3.74562;-0.19905;271;
5.1828;4.54179;3.09947;2.53088;4.0015;-0.306941;602;2.78375;2.50647;3.74589;-0.199135;261;
4.06173;4.81006;2.85586;2.80301;4.0016;-0.307046;569;2.51948;2.76966;3.74417;-0.198589;275;
4.98574;4.48046;2.99653;2.65177;4.00138;-0.306945;600;2.51271;2.77685;3.74495;-0.198836;261;
4.79652;3.19575;3.20617;2.39427;4.00151;-0.30694;596;2.4911;2.79966;3.74749;-0.199642;277;
5.07402;5.36741;2.92572;2.73025;4.00176;-0.307054;565;2.09149;2.21972;3.04984;5.60529;97;
3.63072;4.18722;2.7964;2.86282;4.00195;-0.307057;545;2.0586;2.25271;3.05165;5.62251;97;
4.62646;5.21982;2.50766;3.1188;4.00191;-0.307057;543;2.505;2.78491;3.74577;-0.199097;271;
4.9797;1.74489;3.7929;1.27539;4.00159;-0.307045;593;4.9797;1.74489;5.27656;1e+10;40;
2.00123;3.48766;2.12769;3.38884;4.00142;-0.306944;634;2.68874;2.60375;3.74284;-0.198184;277;
4.8568;1.56261;3.85767;1.06333;4.00154;-0.306939;622;4.8568;1.56261;5.10199;1e+10;40;
4.75725;2.50408;3.29721;2.26865;4.0023;-0.307048;569;2.48636;2.80442;3.7479;-0.199772;271;
4.77287;2.51029;3.29011;2.27765;4.00156;-0.306937;628;2.80502;2.48666;3.74855;-0.199979;275;
4.64572;5.18074;2.53292;3.09839;4.00196;-0.307057;547;2.5075;2.78263;3.74574;-0.19909;267;
1.81402;5.05758;1.95525;3.49122;4.00145;-0.306943;648;1.81402;5.05758;5.37306;1e+10;40;
4.34638;4.50429;3.01443;2.63116;4.00122;-0.306944;596;2.08915;2.20856;3.04011;5.60594;99;
5.30976;4.18783;3.16578;2.44762;4.00163;-0.307047;549;2.77296;2.51694;3.74491;-0.198825;267;
3.48721;3.61383;2.18536;3.35258;4.00195;-0.306894;640;2.78092;2.50868;3.74526;-0.198934;261;
2.29221;3.11641;2.6201;3.02493;4.00189;-0.307057;545;2.79742;2.49392;3.74769;-0.199708;275;
5.11347;3.71627;2.84983;2.80894;4.00146;-0.306943;604;2.78482;2.50493;3.74565;-0.199059;275;
1.88248;3.8445;1.73154;3.60748;4.00152;-0.30694;626;2.6694;2.6956;3.79367;-0.213944;277;
2.058;2.11501;2.28725;3.28435;4.00231;-0.307048;557;2.50819;2.782;3.74574;-0.199089;259;
3.88791;4.94223;2.84946;2.80953;4.00161;-0.307046;569;2.78408;2.50576;3.74566;-0.199061;275;
2.84816;4.94249;2.20113;3.34149;4.00132;-0.306945;624;2.79046;2.49969;3.74635;-0.199282;273;
2.01632;2.37514;2.2151;3.33268;4.00167;-0.306929;622;2.78271;2.50732;3.74568;-0.199071;265;
4.76729;2.3374;3.63146;1.68279;4.00241;-0.307041;593;2.51933;2.7703;3.74454;-0.198706;273;
2.39151;1.99098;3.34866;2.19036;4.0014;-0.306944;622;2.775;2.5151;3.74518;-0.198913;263;
2.58745;3.79546;1.99118;3.47219;4.00261;-0.307022;601;2.76987;2.51949;3.74433;-0.198639;277;
4.74922;3.00302;3.23555;2.35398;4.00125;-0.306945;580;2.80307;2.48755;3.74768;-0.1997;271;
1.80997;3.51567;2.10204;3.40513;4.00168;-0.306928;634;2.51958;2.77021;3.74464;-0.198741;269;
3.24738;3.02881;2.99126;2.65814;4.00167;-0.307049;549;2.17935;2.133;3.04947;5.59358;93;
4.21089;1.95808;3.74292;1.41635;4.00193;-0.307057;617;2.72103;2.63879;3.79041;-0.212979;277;
4.22605;1.66801;3.70747;1.50999;4.00317;-0.307223;556;2.9661;2.34771;3.78279;-0.210524;279;
3.48864;3.2794;3.18315;2.42491;4.00158;-0.307044;545;2.19318;2.11402;3.04617;5.5977;101;
2.89901;4.12883;1.86937;3.53843;4.00188;-0.306904;650;2.76968;2.51924;3.74403;-0.198542;279;
4.93565;3.54143;3.17368;2.43728;4.00157;-0.306937;592;2.77988;2.50997;3.74536;-0.198967;277;
4.10604;1.90526;3.60427;1.73625;4.00067;-0.306862;701;2.68224;2.68287;3.79371;-0.213954;275;
3.20925;3.74925;2.0014;3.46555;4.00196;-0.306892;650;2.50706;2.78304;3.74575;-0.199092;273;
5.35693;5.48297;2.84929;2.81015;4.00192;-0.307057;553;2.12661;2.17357;3.04087;5.59564;99;
4.27246;3.16547;3.31374;2.24359;4.00182;-0.306912;632;2.77206;2.5174;3.74455;-0.198709;271;
1.80472;2.64422;1.76676;3.58943;4.00068;-0.306863;685;2.76823;2.51757;3.74183;-0.197831;261;
2.03099;5.11813;1.87925;3.53255;4.00131;-0.306945;646;2.45669;2.83534;3.7516;-0.200936;275;
2.88144;4.88862;2.24185;3.3151;4.00197;-0.306889;624;2.70054;2.5919;3.74311;-0.198269;279;
2.79457;2.92759;2.859;2.79984;4.00162;-0.307047;553;2.50602;2.78482;3.74638;-0.199293;271;
2.86048;1.716;3.52055;1.90428;4.00257;-0.307026;589;2.43941;2.06124;3.19365;1.13404;130;
4.50794;3.91541;2.92776;2.72788;4.00164;-0.307048;537;2.24308;2.07;3.05226;5.61595;97;
2.11747;5.47613;1.64715;3.64589;4.0007;-0.306864;691;2.67167;2.69318;3.79355;-0.213909;279;
4.63895;2.81772;3.19573;2.40783;4.00129;-0.306945;582;2.50697;2.7828;3.74552;-0.199017;271;
5.4021;4.22167;3.21346;2.38489;4.00175;-0.307053;555;2.77002;2.5195;3.74445;-0.198678;267;
3.0029;1.62196;3.45913;2.01332;4.00238;-0.307043;585;2.4702;2.04696;3.2081;1.13764;134;
2.71906;4.66117;2.38725;3.21113;4.00129;-0.306945;576;2.76846;2.51842;3.74257;-0.19807;275;
2.92496;4.72546;2.33465;3.24997;4.00161;-0.307046;543;2.4942;2.79645;3.74716;-0.199537;277;
3.54641;1.61808;3.49519;1.95001;4.00236;-0.307044;575;2.60308;2.68842;3.74214;-0.197959;271;
3.52868;2.83853;3.24346;2.34402;4.00181;-0.307055;555;2.51883;2.77009;3.74405;-0.198548;269;
5.33443;2.98008;3.43197;2.05825;4.00185;-0.306908;642;2.59185;2.74633;3.77624;-0.208705;275;
1.95801;4.66113;1.30177;3.78403;4.00169;-0.30705;601;1.95801;4.66113;5.05568;1e+10;40;
3.01304;5.00164;2.23301;3.32062;4.0016;-0.306934;632;2.46738;2.82356;3.74973;-0.200346;273;
4.20256;1.94925;3.74415;1.4128;4.00183;-0.307056;609;2.72153;2.63829;3.79042;-0.212984;277;
3.15958;3.36095;2.51136;3.11562;4.00175;-0.307053;533;2.78406;2.5065;3.74614;-0.199217;269;
2.8699;2.44746;3.21539;2.38236;4.0018;-0.307055;537;2.77988;2.51003;3.74539;-0.198978;271;
2.65143;2.41629;3.08635;2.54904;4.00289;-0.307225;494;2.16026;2.14815;3.04652;5.59256;89;
3.21604;3.78268;1.99312;3.47035;4.00198;-0.306888;646;2.51336;2.77676;3.74531;-0.198954;275;
3.05528;5.22124;2.13802;3.38267;4.00169;-0.306927;638;2.68864;2.60388;3.74286;-0.198191;279;
2.41987;5.02513;1.99376;3.46871;4.00088;-0.30687;693;2.63918;2.72487;3.79344;-0.213872;275;
4.56458;3.43152;3.06488;2.57284;4.00163;-0.307047;541;2.77474;2.51536;3.74516;-0.198906;277;
3.35656;4.40548;2.62306;3.02193;4.00156;-0.307043;541;2.49862;2.79133;3.74628;-0.199258;273;
4.90265;5.13807;3.08578;2.54765;4.00157;-0.307043;545;2.11653;2.18384;3.04119;5.59749;93;
4.39419;2.42139;3.68361;1.5626;4.00134;-0.306945;646;2.66838;2.69553;3.7929;-0.213718;275;
2.94177;5.49317;1.92783;3.50627;4.0013;-0.306945;640;2.50108;2.78588;3.74387;-0.198482;277;
3.8498;5.02476;2.85718;2.80137;4.0014;-0.306944;604;2.76878;2.51842;3.7428;-0.198146;279;
4.42336;4.47754;3.05703;2.58173;4.00135;-0.306945;600;2.77816;2.51136;3.74501;-0.198856;273;
3.46921;4.43478;2.64252;3.00488;4.00153;-0.306939;588;2.76945;2.51913;3.74378;-0.198462;273;
2.02939;5.32576;1.68398;3.63087;4.00237;-0.307044;589;2.67967;2.6806;3.79028;-0.212945;277;
2.62855;4.86446;2.17878;3.35537;4.00069;-0.306864;689;2.44787;2.84387;3.75229;-0.20115;273;
1.85717;5.08711;1.91859;3.5117;4.00163;-0.306933;648;1.85717;5.08711;5.41551;1e+10;40;
5.40547;5.24193;2.79568;2.8627;4.00136;-0.306945;592;2.17222;2.13704;3.04721;5.59331;93;
3.3785;2.57296;3.21107;2.38819;4.0018;-0.307055;545;2.51193;2.7772;3.74468;-0.19875;267;
