0; 0; 0,896399; 100; 0; 
0,01; 0,00896319; 0,896244; 99,9995; -0,0983982; 
0,02; 0,017925; 0,896123; 99,998; -0,196792; 
0,03; 0,0268858; 0,896034; 99,9956; -0,295178; 
0,04; 0,0358458; 0,895978; 99,9921; -0,393551; 
0,05; 0,0448054; 0,895955; 99,9877; -0,491908; 
0,06; 0,053765; 0,895965; 99,9823; -0,590244; 
0,07; 0,0627248; 0,896007; 99,9759; -0,688556; 
0,08; 0,0716853; 0,896083; 99,9685; -0,786839; 
0,09; 0,0806466; 0,896191; 99,9602; -0,885089; 
0,1; 0,0896092; 0,896331; 99,9508; -0,983302; 
0,11; 0,0985733; 0,896505; 99,9405; -1,08147; 
0,12; 0,107539; 0,896711; 99,9292; -1,1796; 
0,13; 0,116508; 0,896949; 99,9169; -1,27768; 
0,14; 0,125478; 0,897221; 99,9036; -1,3757; 
0,15; 0,134452; 0,897524; 99,8894; -1,47367; 
0,16; 0,143429; 0,897861; 99,8742; -1,57158; 
0,17; 0,152409; 0,89823; 99,858; -1,66942; 
0,18; 0,161394; 0,898631; 99,8408; -1,76719; 
0,19; 0,170382; 0,899065; 99,8226; -1,86489; 
0,2; 0,179375; 0,899531; 99,8035; -1,96251; 
0,21; 0,188373; 0,900029; 99,7834; -2,06005; 
0,22; 0,197376; 0,90056; 99,7623; -2,1575; 
0,23; 0,206384; 0,901123; 99,7402; -2,25487; 
0,24; 0,215398; 0,901718; 99,7172; -2,35214; 
0,25; 0,224419; 0,902346; 99,6932; -2,44932; 
0,26; 0,233445; 0,903005; 99,6682; -2,54639; 
0,27; 0,242479; 0,903697; 99,6422; -2,64336; 
0,28; 0,25152; 0,904421; 99,6153; -2,74022; 
0,29; 0,260567; 0,905177; 99,5874; -2,83697; 
0,3; 0,269623; 0,905964; 99,5586; -2,9336; 
0,31; 0,278687; 0,906784; 99,5288; -3,03011; 
0,32; 0,287759; 0,907635; 99,498; -3,1265; 
0,33; 0,29684; 0,908518; 99,4662; -3,22276; 
0,34; 0,305929; 0,909433; 99,4335; -3,31889; 
0,35; 0,315028; 0,91038; 99,3999; -3,41488; 
0,36; 0,324137; 0,911358; 99,3652; -3,51073; 
0,37; 0,333256; 0,912368; 99,3296; -3,60645; 
0,38; 0,342385; 0,913409; 99,2931; -3,70201; 
0,39; 0,351524; 0,914482; 99,2556; -3,79743; 
0,4; 0,360674; 0,915586; 99,2172; -3,89269; 
0,41; 0,369836; 0,916721; 99,1778; -3,98779; 
0,42; 0,379009; 0,917888; 99,1374; -4,08273; 
0,43; 0,388194; 0,919085; 99,0961; -4,17751; 
0,44; 0,397391; 0,920314; 99,0539; -4,27212; 
0,45; 0,4066; 0,921574; 99,0107; -4,36656; 
0,46; 0,415822; 0,922865; 98,9665; -4,46083; 
0,47; 0,425057; 0,924187; 98,9214; -4,55492; 
0,48; 0,434306; 0,925539; 98,8754; -4,64882; 
0,49; 0,443568; 0,926922; 98,8285; -4,74254; 
0,5; 0,452845; 0,928336; 98,7806; -4,83607; 
0,51; 0,462135; 0,929781; 98,7317; -4,92942; 
0,52; 0,47144; 0,931256; 98,682; -5,02256; 
0,53; 0,48076; 0,932761; 98,6313; -5,11551; 
0,54; 0,490096; 0,934297; 98,5797; -5,20825; 
0,55; 0,499446; 0,935863; 98,5271; -5,30079; 
0,56; 0,508813; 0,937459; 98,4737; -5,39313; 
0,57; 0,518196; 0,939086; 98,4193; -5,48525; 
0,58; 0,527595; 0,940742; 98,364; -5,57716; 
0,59; 0,537011; 0,942429; 98,3077; -5,66885; 
0,6; 0,546443; 0,944145; 98,2506; -5,76032; 
0,61; 0,555894; 0,945891; 98,1925; -5,85157; 
0,62; 0,565361; 0,947666; 98,1335; -5,94259; 
0,63; 0,574847; 0,949472; 98,0737; -6,03338; 
0,64; 0,584351; 0,951306; 98,0129; -6,12394; 
0,65; 0,593873; 0,953171; 97,9512; -6,21427; 
0,66; 0,603414; 0,955064; 97,8886; -6,30435; 
0,67; 0,612975; 0,956987; 97,8251; -6,3942; 
0,68; 0,622554; 0,958939; 97,7607; -6,48381; 
0,69; 0,632154; 0,960919; 97,6954; -6,57316; 
0,7; 0,641773; 0,962929; 97,6293; -6,66227; 
0,71; 0,651412; 0,964968; 97,5622; -6,75113; 
0,72; 0,661072; 0,967035; 97,4942; -6,83973; 
0,73; 0,670753; 0,969131; 97,4254; -6,92808; 
0,74; 0,680455; 0,971256; 97,3557; -7,01617; 
