0; 0; 0; 
0,1; 0,00817683; 0,16076; 
0,2; 0,0316102; 0,305266; 
0,3; 0,0687156; 0,434339; 
0,4; 0,117991; 0,548798; 
0,5; 0,178015; 0,64946; 
0,6; 0,24745; 0,737133; 
0,7; 0,325036; 0,812616; 
0,8; 0,409593; 0,876692; 
0,9; 0,500019; 0,930126; 
1; 0,595288; 0,973668; 
1,1; 0,694447; 1,00804; 
1,2; 0,796615; 1,03396; 
1,3; 0,900979; 1,05209; 
1,4; 1,00679; 1,06309; 
1,5; 1,11338; 1,06759; 
1,6; 1,22012; 1,06619; 
1,7; 1,32644; 1,05946; 
1,8; 1,43185; 1,04795; 
1,9; 1,53589; 1,03218; 
2; 1,63816; 1,01264; 
2,1; 1,7383; 0,989781; 
2,2; 1,83602; 0,964049; 
2,3; 1,93103; 0,93585; 
2,4; 2,02312; 0,905564; 
2,5; 2,11209; 0,873547; 
2,6; 2,19778; 0,840128; 
2,7; 2,28008; 0,805614; 
2,8; 2,35888; 0,770286; 
2,9; 2,43412; 0,734404; 
3; 2,50575; 0,698204; 
3,1; 2,57375; 0,661902; 
3,2; 2,63813; 0,625695; 
3,3; 2,6989; 0,589758; 
3,4; 2,7561; 0,554249; 
3,5; 2,80977; 0,51931; 
3,6; 2,85998; 0,485064; 
3,7; 2,90681; 0,451621; 
3,8; 2,95034; 0,419075; 
3,9; 2,99066; 0,387506; 
4; 3,02787; 0,356982; 
4,1; 3,06209; 0,32756; 
4,2; 3,09342; 0,299284; 
4,3; 3,12199; 0,272189; 
4,4; 3,1479; 0,2463; 
4,5; 3,17129; 0,221635; 
4,6; 3,19227; 0,198202; 
4,7; 3,21097; 0,176003; 
4,8; 3,22751; 0,155033; 
4,9; 3,24202; 0,135282; 
5; 3,25461; 0,116733; 
5,1; 3,2654; 0,0993675; 
5,2; 3,27452; 0,0831594; 
5,3; 3,28207; 0,0680811; 
5,4; 3,28817; 0,0541014; 
5,5; 3,29293; 0,0411863; 
5,6; 3,29644; 0,0292999; 
5,7; 3,29882; 0,0184044; 
5,8; 3,30016; 0,00846033; 
5,9; 3,30054; -0,000572593; 
6; 3,30007; -0,00873558; 
6,1; 3,29882; -0,0160703; 
6,2; 3,29688; -0,0226187; 
6,3; 3,29432; -0,0284227; 
6,4; 3,29122; -0,0335241; 
6,5; 3,28764; -0,0379641; 
6,6; 3,28365; -0,0417835; 
6,7; 3,2793; -0,0450222; 
6,8; 3,27466; -0,0477195; 
6,9; 3,26978; -0,0499135; 
7; 3,2647; -0,0516413; 
7,1; 3,25946; -0,0529387; 
7,2; 3,25412; -0,0538404; 
7,3; 3,24871; -0,0543798; 
7,4; 3,24326; -0,0545888; 
7,5; 3,2378; -0,0544983; 
7,6; 3,23237; -0,0541372; 
7,7; 3,22698; -0,0535335; 
7,8; 3,22167; -0,0527136; 
7,9; 3,21644; -0,0517024; 
8; 3,21133; -0,0505234; 
8,1; 3,20634; -0,0491988; 
8,2; 3,2015; -0,0477493; 
8,3; 3,1968; -0,0461944; 
8,4; 3,19226; -0,0445521; 
8,5; 3,18789; -0,0428392; 
8,6; 3,18369; -0,0410714; 
8,7; 3,17968; -0,0392628; 
8,8; 3,17584; -0,0374267; 
8,9; 3,17219; -0,0355752; 
9; 3,16873; -0,0337191; 
9,1; 3,16545; -0,0318685; 
9,2; 3,16235; -0,0300323; 
9,3; 3,15944; -0,0282185; 
9,4; 3,15671; -0,0264343; 
9,5; 3,15415; -0,0246859; 
9,6; 3,15177; -0,0229789; 
9,7; 3,14956; -0,0213181; 
9,8; 3,1475; -0,0197074; 
9,9; 3,14561; -0,0181504; 
10; 3,14387; -0,0166499; 
10,1; 3,14228; -0,0152082; 
10,2; 3,14083; -0,0138269; 
10,3; 3,13951; -0,0125073; 
10,4; 3,13833; -0,0112504; 
10,5; 3,13726; -0,0100565; 
10,6; 3,13631; -0,00892567; 
10,7; 3,13547; -0,00785766; 
10,8; 3,13474; -0,00685192; 
10,9; 3,1341; -0,00590761; 
11; 3,13355; -0,00502369; 
11,1; 3,13309; -0,00419887; 
11,2; 3,13271; -0,00343171; 
11,3; 3,13241; -0,00272061; 
11,4; 3,13217; -0,00206383; 
11,5; 3,13199; -0,00145952; 
11,6; 3,13187; -0,000905737; 
11,7; 3,13181; -0,000400468; 
11,8; 3,13179; 5,83559e-05; 
11,9; 3,13182; 0,000472841; 
12; 3,13189; 0,000845121; 
12,1; 3,13199; 0,00117734; 
12,2; 3,13212; 0,00147164; 
12,3; 3,13228; 0,00173016; 
12,4; 3,13246; 0,001955; 
12,5; 3,13267; 0,00214824; 
12,6; 3,13289; 0,00231194; 
12,7; 3,13313; 0,00244808; 
12,8; 3,13338; 0,00255861; 
12,9; 3,13364; 0,00264543; 
13; 3,13391; 0,00271037; 
13,1; 3,13418; 0,00275519; 
13,2; 3,13446; 0,0027816; 
13,3; 3,13474; 0,00279122; 
13,4; 3,13502; 0,00278563; 
13,5; 3,1353; 0,0027663; 
13,6; 3,13557; 0,00273466; 
13,7; 3,13584; 0,00269205; 
13,8; 3,13611; 0,00263974; 
13,9; 3,13637; 0,00257893; 
14; 3,13662; 0,00251074; 
14,1; 3,13687; 0,00243625; 
14,2; 3,13711; 0,00235642; 
14,3; 3,13734; 0,00227219; 
14,4; 3,13757; 0,0021844; 
14,5; 3,13778; 0,00209385; 
14,6; 3,13798; 0,00200127; 
14,7; 3,13818; 0,00190732; 
14,8; 3,13837; 0,00181262; 
14,9; 3,13854; 0,00171773; 
15; 3,13871; 0,00162314; 
15,1; 3,13887; 0,00152932; 
15,2; 3,13902; 0,00143667; 
15,3; 3,13915; 0,00134556; 
15,4; 3,13928; 0,0012563; 
15,5; 3,13941; 0,00116917; 
15,6; 3,13952; 0,00108442; 
15,7; 3,13962; 0,00100224; 
15,8; 3,13972; 0,000922825; 
15,9; 3,13981; 0,000846302; 
16; 3,13989; 0,000772789; 
16,1; 3,13996; 0,000702373; 
16,2; 3,14003; 0,000635119; 
16,3; 3,14009; 0,000571067; 
16,4; 3,14014; 0,000510238; 
16,5; 3,14019; 0,000452634; 
16,6; 3,14023; 0,00039824; 
16,7; 3,14027; 0,000347027; 
16,8; 3,1403; 0,000298953; 
16,9; 3,14033; 0,000253962; 
17; 3,14035; 0,000211988; 
17,1; 3,14037; 0,000172957; 
17,2; 3,14039; 0,000136786; 
17,3; 3,1404; 0,000103387; 
17,4; 3,14041; 7,2664e-05; 
17,5; 3,14042; 4,45176e-05; 
17,6; 3,14042; 1,88447e-05; 
17,7; 3,14042; -4,46049e-06; 
17,8; 3,14042; -2,5506e-05; 
17,9; 3,14041; -4,44008e-05; 
18; 3,14041; -6,12546e-05; 
18,1; 3,1404; -7,6177e-05; 
18,2; 3,14039; -8,92769e-05; 
18,3; 3,14038; -0,000100662; 
18,4; 3,14037; -0,000110439; 
18,5; 3,14036; -0,000118712; 
18,6; 3,14035; -0,000125583; 
18,7; 3,14034; -0,000131151; 
18,8; 3,14032; -0,000135512; 
18,9; 3,14031; -0,000138761; 
19; 3,1403; -0,000140988; 
19,1; 3,14028; -0,000142279; 
19,2; 3,14027; -0,000142716; 
19,3; 3,14025; -0,000142381; 
19,4; 3,14024; -0,000141349; 
19,5; 3,14023; -0,000139692; 
19,6; 3,14021; -0,000137479; 
19,7; 3,1402; -0,000134773; 
19,8; 3,14018; -0,000131637; 
19,9; 3,14017; -0,000128128; 
20; 3,14016; -0,0001243; 
20,1; 3,14015; -0,000120202; 
20,2; 3,14014; -0,000115882; 
20,3; 3,14012; -0,000111382; 
20,4; 3,14011; -0,000106745; 
20,5; 3,1401; -0,000102005; 
20,6; 3,14009; -9,71985e-05; 
20,7; 3,14008; -9,23551e-05; 
20,8; 3,14007; -8,75035e-05; 
20,9; 3,14007; -8,26694e-05; 
21; 3,14006; -7,78759e-05; 
21,1; 3,14005; -7,31436e-05; 
21,2; 3,14004; -6,84908e-05; 
21,3; 3,14004; -6,39338e-05; 
21,4; 3,14003; -5,94868e-05; 
21,5; 3,14002; -5,51619e-05; 
21,6; 3,14002; -5,09695e-05; 
21,7; 3,14001; -4,69185e-05; 
21,8; 3,14001; -4,3016e-05; 
21,9; 3,14001; -3,92678e-05; 
22; 3,14; -3,56782e-05; 
22,1; 3,14; -3,22503e-05; 
22,2; 3,14; -2,89863e-05; 
22,3; 3,13999; -2,58872e-05; 
22,4; 3,13999; -2,29529e-05; 
22,5; 3,13999; -2,01826e-05; 
22,6; 3,13999; -1,75749e-05; 
22,7; 3,13998; -1,51275e-05; 
22,8; 3,13998; -1,28375e-05; 
22,9; 3,13998; -1,07015e-05; 
23; 3,13998; -8,71577e-06; 
23,1; 3,13998; -6,87597e-06; 
23,2; 3,13998; -5,17754e-06; 
23,3; 3,13998; -3,61561e-06; 
23,4; 3,13998; -2,18508e-06; 
23,5; 3,13998; -8,80667e-07; 
23,6; 3,13998; 3,03058e-07; 
23,7; 3,13998; 1,37161e-06; 
23,8; 3,13998; 2,33058e-06; 
23,9; 3,13998; 3,18557e-06; 
24; 3,13998; 3,94217e-06; 
24,1; 3,13998; 4,60596e-06; 
24,2; 3,13998; 5,18245e-06; 
24,3; 3,13998; 5,67706e-06; 
24,4; 3,13998; 6,09512e-06; 
24,5; 3,13998; 6,44183e-06; 
24,6; 3,13998; 6,72227e-06; 
24,7; 3,13998; 6,94136e-06; 
24,8; 3,13998; 7,10386e-06; 
24,9; 3,13998; 7,21438e-06; 
25; 3,13999; 7,27735e-06; 
25,1; 3,13999; 7,29699e-06; 
25,2; 3,13999; 7,27737e-06; 
25,3; 3,13999; 7,22236e-06; 
25,4; 3,13999; 7,13564e-06; 
25,5; 3,13999; 7,02069e-06; 
25,6; 3,13999; 6,88082e-06; 
25,7; 3,13999; 6,71912e-06; 
25,8; 3,13999; 6,53853e-06; 
25,9; 3,13999; 6,34179e-06; 
26; 3,13999; 6,13144e-06; 
26,1; 3,13999; 5,90988e-06; 
26,2; 3,13999; 5,67932e-06; 
26,3; 3,13999; 5,44179e-06; 
26,4; 3,13999; 5,19919e-06; 
26,5; 3,14; 4,95325e-06; 
26,6; 3,14; 4,70554e-06; 
26,7; 3,14; 4,4575e-06; 
26,8; 3,14; 4,21044e-06; 
26,9; 3,14; 3,96553e-06; 
27; 3,14; 3,72382e-06; 
27,1; 3,14; 3,48623e-06; 
27,2; 3,14; 3,25358e-06; 
27,3; 3,14; 3,02661e-06; 
27,4; 3,14; 2,80591e-06; 
27,5; 3,14; 2,59203e-06; 
27,6; 3,14; 2,3854e-06; 
27,7; 3,14; 2,18639e-06; 
27,8; 3,14; 1,99528e-06; 
27,9; 3,14; 1,81229e-06; 
28; 3,14; 1,63758e-06; 
28,1; 3,14; 1,47125e-06; 
28,2; 3,14; 1,31336e-06; 
28,3; 3,14; 1,16389e-06; 
28,4; 3,14; 1,0228e-06; 
28,5; 3,14; 8,90023e-07; 
28,6; 3,14; 7,65428e-07; 
28,7; 3,14; 6,48871e-07; 
28,8; 3,14; 5,40178e-07; 
28,9; 3,14; 4,39151e-07; 
29; 3,14; 3,45571e-07; 
29,1; 3,14; 2,59204e-07; 
29,2; 3,14; 1,79799e-07; 
29,3; 3,14; 1,07094e-07; 
29,4; 3,14; 4,0819e-08; 
29,5; 3,14; -1,93037e-08; 
29,6; 3,14; -7,35567e-08; 
29,7; 3,14; -1,22226e-07; 
29,8; 3,14; -1,65597e-07; 
29,9; 3,14; -2,03958e-07; 
30; 3,14; -2,37591e-07; 
30,1; 3,14; -2,6678e-07; 
30,2; 3,14; -2,918e-07; 
30,3; 3,14; -3,12925e-07; 
30,4; 3,14; -3,30419e-07; 
30,5; 3,14; -3,44541e-07; 
30,6; 3,14; -3,55543e-07; 
30,7; 3,14; -3,63668e-07; 
30,8; 3,14; -3,69151e-07; 
30,9; 3,14; -3,72216e-07; 
31; 3,14; -3,73081e-07; 
31,1; 3,14; -3,71952e-07; 
31,2; 3,14; -3,69026e-07; 
31,3; 3,14; -3,6449e-07; 
31,4; 3,14; -3,58523e-07; 
31,5; 3,14; -3,51293e-07; 
31,6; 3,14; -3,42957e-07; 
31,7; 3,14; -3,33664e-07; 
31,8; 3,14; -3,23555e-07; 
31,9; 3,14; -3,12758e-07; 
32; 3,14; -3,01396e-07; 
32,1; 3,14; -2,89581e-07; 
32,2; 3,14; -2,77416e-07; 
32,3; 3,14; -2,64998e-07; 
32,4; 3,14; -2,52415e-07; 
32,5; 3,14; -2,39747e-07; 
32,6; 3,14; -2,27066e-07; 
32,7; 3,14; -2,1444e-07; 
32,8; 3,14; -2,01927e-07; 
32,9; 3,14; -1,89581e-07; 
33; 3,14; -1,77449e-07; 
33,1; 3,14; -1,65572e-07; 
33,2; 3,14; -1,53987e-07; 
33,3; 3,14; -1,42726e-07; 
33,4; 3,14; -1,31814e-07; 
33,5; 3,14; -1,21275e-07; 
33,6; 3,14; -1,11126e-07; 
33,7; 3,14; -1,01382e-07; 
33,8; 3,14; -9,20538e-08; 
33,9; 3,14; -8,31495e-08; 
34; 3,14; -7,46741e-08; 
34,1; 3,14; -6,66296e-08; 
34,2; 3,14; -5,9016e-08; 
34,3; 3,14; -5,18308e-08; 
34,4; 3,14; -4,50699e-08; 
34,5; 3,14; -3,8727e-08; 
34,6; 3,14; -3,27946e-08; 
34,7; 3,14; -2,72636e-08; 
34,8; 3,14; -2,21238e-08; 
34,9; 3,14; -1,73641e-08; 
35; 3,14; -1,29722e-08; 
35,1; 3,14; -8,93551e-09; 
35,2; 3,14; -5,24047e-09; 
35,3; 3,14; -1,87324e-09; 
35,4; 3,14; 1,18038e-09; 
35,5; 3,14; 3,93486e-09; 
35,6; 3,14; 6,40481e-09; 
35,7; 3,14; 8,60488e-09; 
35,8; 3,14; 1,05497e-08; 
35,9; 3,14; 1,22538e-08; 
36; 3,14; 1,37316e-08; 
36,1; 3,14; 1,49972e-08; 
36,2; 3,14; 1,60645e-08; 
36,3; 3,14; 1,69471e-08; 
36,4; 3,14; 1,76582e-08; 
36,5; 3,14; 1,82106e-08; 
36,6; 3,14; 1,86167e-08; 
36,7; 3,14; 1,88884e-08; 
36,8; 3,14; 1,90373e-08; 
36,9; 3,14; 1,90744e-08; 
37; 3,14; 1,90103e-08; 
37,1; 3,14; 1,88549e-08; 
37,2; 3,14; 1,86179e-08; 
37,3; 3,14; 1,83083e-08; 
37,4; 3,14; 1,79346e-08; 
37,5; 3,14; 1,75049e-08; 
37,6; 3,14; 1,70268e-08; 
37,7; 3,14; 1,65074e-08; 
37,8; 3,14; 1,59532e-08; 
37,9; 3,14; 1,53706e-08; 
38; 3,14; 1,47651e-08; 
38,1; 3,14; 1,41422e-08; 
38,2; 3,14; 1,35066e-08; 
38,3; 3,14; 1,28628e-08; 
38,4; 3,14; 1,22149e-08; 
38,5; 3,14; 1,15667e-08; 
38,6; 3,14; 1,09214e-08; 
38,7; 3,14; 1,02821e-08; 
38,8; 3,14; 9,6515e-09; 
38,9; 3,14; 9,032e-09; 
39; 3,14; 8,4257e-09; 
39,1; 3,14; 7,83444e-09; 
39,2; 3,14; 7,2598e-09; 
39,3; 3,14; 6,70314e-09; 
39,4; 3,14; 6,16557e-09; 
39,5; 3,14; 5,64801e-09; 
39,6; 3,14; 5,1512e-09; 
39,7; 3,14; 4,6757e-09; 
39,8; 3,14; 4,22188e-09; 
39,9; 3,14; 3,79e-09; 
40; 3,14; 3,38016e-09; 
40,1; 3,14; 2,99234e-09; 
