-0.811522;-0.708654;-0.774716;-0.774716;1.23967;142;NIE;-0.774716;-0.774715;1.23967;165;NIE;
0.370907;-0.132416;0.774716;-2.85494e-07;0.619837;129;NIE;0.774715;-5.62455e-08;0.619837;197;NIE;
-0.288641;0.803831;2.63648e-07;0.774715;0.619837;119;NIE;4.98999e-07;0.774715;0.619837;225;NIE;
0.633033;0.645558;0.774716;0.774715;1.23967;123;NIE;0.774715;0.774716;1.23967;231;NIE;
-0.957383;-0.461267;-0.774716;4.02498e-07;0.619837;119;NIE;-0.774716;-4.47679e-08;0.619837;183;NIE;
-0.759699;0.475144;-0.774716;0.774715;1.23967;119;NIE;-0.774715;0.774715;1.23967;215;NIE;
-0.904915;-0.196913;-0.774716;-4.8319e-07;0.619837;104;NIE;-0.774716;-3.10414e-08;0.619837;211;NIE;
-0.652256;0.928219;-0.774716;0.774716;1.23967;129;NIE;-0.774716;0.774716;1.23967;195;NIE;
0.110926;0.113923;2.11793e-08;-4.58945e-07;6.72129e-12;108;TAK;7.28211e-07;1.77774e-07;1.78921e-11;127;TAK;
-0.4392;0.556754;-3.11482e-07;0.774716;0.619837;124;NIE;-2.3824e-07;0.774717;0.619837;137;NIE;
-0.162654;-0.544269;1.42534e-07;-0.774716;0.619837;151;NIE;5.61479e-07;-0.774716;0.619837;271;NIE;
0.646018;-0.711812;0.774716;-0.774716;1.23967;104;NIE;0.774716;-0.774716;1.23967;183;NIE;
-0.542385;0.949233;-0.774716;0.774715;1.23967;128;NIE;-0.774716;0.774715;1.23967;171;NIE;
0.842215;-0.320783;0.774715;4.51822e-08;0.619837;114;NIE;0.774716;3.3986e-07;0.619837;223;NIE;
-0.632921;0.0553429;-0.774716;-7.45463e-08;0.619837;133;NIE;-0.774716;-7.02476e-07;0.619837;213;NIE;
-0.146799;-0.0930867;-7.86474e-09;3.41453e-07;3.71436e-12;104;TAK;-3.0181e-07;3.47069e-07;6.73595e-12;189;TAK;
-0.241248;-0.994075;4.89951e-08;-0.774715;0.619837;119;NIE;-2.39823e-07;-0.774716;0.619837;161;NIE;
0.301425;0.473113;3.96521e-07;0.774715;0.619837;105;NIE;4.69763e-07;0.774716;0.619837;143;NIE;
0.047057;0.788546;-1.31633e-08;0.774715;0.619837;123;NIE;1.02071e-07;0.774716;0.619837;199;NIE;
-0.348633;-0.451275;-3.84511e-07;-9.9105e-08;5.02065e-12;146;TAK;-5.10976e-07;-1.44879e-09;8.31424e-12;237;TAK;
-0.81646;0.195607;-0.774716;-2.45248e-07;0.619837;147;NIE;-0.774716;-5.45053e-07;0.619837;237;NIE;
-0.965096;-0.09588;-0.774716;-3.05049e-08;0.619837;100;NIE;-0.774715;9.64482e-08;0.619837;177;NIE;
0.952096;-0.867799;0.774716;-0.774716;1.23967;114;NIE;0.774716;-0.774715;1.23967;245;NIE;
0.847833;0.101568;0.774716;9.97122e-08;0.619837;109;NIE;0.774716;-5.03803e-07;0.619837;137;NIE;
-0.612162;0.628408;-0.774715;0.774716;1.23967;142;NIE;-0.774716;0.774716;1.23967;255;NIE;
0.928218;0.300651;0.774716;3.77784e-07;0.619837;138;NIE;0.774716;1.81495e-07;0.619837;189;NIE;
0.28991;-0.0450211;1.46355e-07;-1.38794e-07;1.29541e-12;109;TAK;-7.42317e-07;-8.16653e-08;1.77587e-11;187;TAK;
-0.0475901;0.144123;-5.21372e-08;3.85648e-07;4.82236e-12;119;TAK;5.8507e-07;-7.5986e-07;2.92855e-11;215;TAK;
-0.860208;0.939108;-0.774716;0.774715;1.23967;119;NIE;-0.774716;0.774715;1.23967;195;NIE;
0.00861603;-0.431882;2.94788e-08;2.22078e-07;1.59806e-12;124;TAK;-1.20424e-07;-2.92937e-07;3.19433e-12;153;TAK;
0.175855;0.650671;3.62966e-07;0.774716;0.619837;119;NIE;5.65603e-07;0.774716;0.619837;145;NIE;
-0.613769;0.555286;-0.774716;0.774716;1.23967;128;NIE;-0.774716;0.774716;1.23967;189;NIE;
0.239286;-0.087237;-3.00893e-07;-1.86969e-08;2.89413e-12;133;TAK;5.91685e-07;-2.32808e-07;1.28737e-11;215;TAK;
-0.691352;-0.869506;-0.774715;-0.774716;1.23967;128;NIE;-0.774716;-0.774715;1.23967;219;NIE;
0.723696;-0.387952;0.774715;-2.8871e-07;0.619837;115;NIE;0.774716;-5.67519e-07;0.619837;203;NIE;
-0.216431;0.672456;-5.46634e-08;0.774716;0.619837;132;NIE;6.77514e-07;0.774716;0.619837;183;NIE;
-0.379758;-0.205999;-1.40921e-07;-2.86907e-08;6.58584e-13;129;TAK;-6.94632e-07;-4.93534e-07;2.31206e-11;191;TAK;
-0.698031;-0.117283;-0.774716;-1.98918e-07;0.619837;118;NIE;-0.774716;-3.31486e-07;0.619837;225;NIE;
-0.277062;-0.965836;1.01066e-07;-0.774715;0.619837;109;NIE;3.26407e-07;-0.774715;0.619837;175;NIE;
0.567307;0.36224;0.774715;-2.26532e-07;0.619837;129;NIE;0.774716;1.34573e-06;0.619837;129;NIE;
-0.712299;-0.582919;-0.774716;-0.774715;1.23967;133;NIE;-0.774715;-0.774716;1.23967;163;NIE;
0.542806;0.488274;0.774715;0.774716;1.23967;124;NIE;0.774717;0.774717;1.23967;153;NIE;
0.179961;0.135276;4.40441e-07;-1.56278e-07;6.95488e-12;129;TAK;-2.59998e-07;8.19308e-07;2.35274e-11;193;TAK;
-0.83992;-0.12354;-0.774716;2.22863e-07;0.619837;124;NIE;-0.774716;-4.32506e-08;0.619837;201;NIE;
-0.356515;-0.876244;4.30986e-08;-0.774715;0.619837;134;NIE;1.493e-07;-0.774716;0.619837;205;NIE;
-0.725109;-0.827468;-0.774716;-0.774716;1.23967;119;NIE;-0.774716;-0.774716;1.23967;131;NIE;
-0.577659;-0.188017;-0.774716;-3.77756e-07;0.619837;104;NIE;-0.774716;9.63388e-09;0.619837;179;NIE;
-0.296575;-0.90342;-2.4773e-07;-0.774716;0.619837;128;NIE;4.29499e-08;-0.774715;0.619837;183;NIE;
0.461457;-0.319864;0.774716;-1.45375e-07;0.619837;119;NIE;0.774715;4.17613e-07;0.619837;209;NIE;
0.238664;-0.866592;1.36999e-07;-0.774716;0.619837;124;NIE;-1.39124e-07;-0.774716;0.619837;231;NIE;
0.448297;0.567345;0.774715;0.774716;1.23967;123;NIE;0.774716;0.774716;1.23967;155;NIE;
-0.605542;0.0742148;-0.774716;-1.92644e-07;0.619837;119;NIE;-0.774716;6.34992e-07;0.619837;181;NIE;
0.0858927;-0.90158;-3.31859e-07;-0.774715;0.619837;132;NIE;-3.2054e-08;-0.774716;0.619837;165;NIE;
0.938777;0.0787428;0.774716;-2.46212e-07;0.619837;124;NIE;0.774715;6.27323e-07;0.619837;171;NIE;
-0.613353;0.954233;-0.774716;0.774715;1.23967;119;NIE;-0.774716;0.774716;1.23967;215;NIE;
-0.106481;0.819483;-1.16738e-07;0.774715;0.619837;119;NIE;8.16856e-07;0.774716;0.619837;177;NIE;
-0.628271;0.10641;-0.774716;-1.43007e-08;0.619837;129;NIE;-0.774715;-2.31586e-07;0.619837;239;NIE;
-0.97003;0.713163;-0.774716;0.774715;1.23967;143;NIE;-0.774716;0.774715;1.23967;165;NIE;
-0.485207;0.59114;-0.774716;0.774716;1.23967;124;NIE;-0.774715;0.774715;1.23967;199;NIE;
0.618525;0.634421;0.774716;0.774716;1.23967;119;NIE;0.774715;0.774716;1.23967;217;NIE;
0.164372;-0.637401;-1.15404e-07;-0.774716;0.619837;142;NIE;2.4153e-07;-0.774716;0.619837;245;NIE;
0.605615;-0.90505;0.774716;-0.774716;1.23967;109;NIE;0.774716;-0.774716;1.23967;231;NIE;
-0.049332;-0.850134;-3.4964e-08;-0.774716;0.619837;128;NIE;5.45602e-07;-0.774716;0.619837;183;NIE;
-0.440505;-0.0947062;1.70075e-07;-1.63652e-07;1.77391e-12;138;TAK;1.4444e-07;-3.53105e-07;4.63451e-12;217;TAK;
-0.0978422;-0.676486;-2.1924e-07;-0.774716;0.619837;104;NIE;7.98338e-07;-0.774716;0.619837;165;NIE;
0.0607589;-0.777509;-1.33061e-07;-0.774716;0.619837;114;NIE;6.5771e-07;-0.774715;0.619837;223;NIE;
-0.580232;-0.0173483;-0.774715;-2.65951e-07;0.619837;142;NIE;-0.774716;6.72037e-07;0.619837;257;NIE;
-0.460204;-0.752694;-1.74522e-07;-0.774716;0.619837;124;NIE;-1.19244e-08;-0.774716;0.619837;165;NIE;
0.715958;-0.142396;0.774716;3.91547e-07;0.619837;124;NIE;0.774715;1.35871e-07;0.619837;277;NIE;
0.0140256;0.008157;-3.94726e-07;-4.10198e-09;4.96181e-12;118;TAK;-2.73632e-07;-3.52735e-07;6.34603e-12;159;TAK;
0.0464826;0.101105;-3.55764e-07;-4.75317e-07;1.12244e-11;133;TAK;1.76585e-07;2.76636e-07;3.4297e-12;157;TAK;
0.778634;-0.428692;0.774716;4.45189e-07;0.619837;119;NIE;0.774716;1.07214e-06;0.619837;133;NIE;
-0.864539;-0.202441;-0.774716;3.90366e-07;0.619837;114;NIE;-0.774716;4.9144e-07;0.619837;219;NIE;
-0.963447;-0.191783;-0.774716;4.00358e-07;0.619837;104;NIE;-0.774715;8.46844e-08;0.619837;179;NIE;
0.571651;0.122244;0.774715;2.41347e-07;0.619837;119;NIE;0.774717;5.89003e-07;0.619837;195;NIE;
-0.436544;0.962048;3.79537e-07;0.774715;0.619837;156;NIE;-1.02396e-07;0.774715;0.619837;197;NIE;
0.781288;-0.457084;0.774715;-1.39652e-07;0.619837;133;NIE;0.774716;-8.20353e-08;0.619837;233;NIE;
0.590119;-0.747173;0.774716;-0.774716;1.23967;124;NIE;0.774716;-0.774716;1.23967;189;NIE;
-0.746836;-0.626794;-0.774716;-0.774715;1.23967;108;NIE;-0.774716;-0.774715;1.23967;211;NIE;
0.982442;0.739972;0.774716;0.774716;1.23967;128;NIE;0.774716;0.774716;1.23967;185;NIE;
-0.114566;-0.909783;2.9197e-07;-0.774715;0.619837;124;NIE;6.37185e-07;-0.774716;0.619837;173;NIE;
0.508104;-0.0918462;0.774715;-2.2638e-07;0.619837;124;NIE;0.774717;-5.23255e-07;0.619837;177;NIE;
-0.175788;-0.951797;-9.57309e-08;-0.774716;0.619837;123;NIE;-4.37039e-07;-0.774716;0.619837;211;NIE;
0.0108738;-0.502383;-2.28672e-07;-0.774716;0.619837;118;NIE;9.68594e-07;-0.774716;0.619837;165;NIE;
0.581877;0.256895;0.774715;-4.65854e-07;0.619837;124;NIE;0.774717;1.2236e-06;0.619837;179;NIE;
0.108742;0.15198;-4.20951e-07;-4.09031e-07;1.09699e-11;119;TAK;5.81735e-07;5.26028e-07;1.9587e-11;231;TAK;
-0.38139;0.522932;3.06991e-07;0.774716;0.619837;133;NIE;-7.76994e-07;0.774716;0.619837;185;NIE;
0.82474;0.831861;0.774715;0.774716;1.23967;114;NIE;0.774716;0.774715;1.23967;91;NIE;
0.141983;-0.687998;2.6412e-07;-0.774716;0.619837;109;NIE;5.98104e-07;-0.774716;0.619837;129;NIE;
0.803203;0.790524;0.774716;0.774715;1.23967;100;NIE;0.774716;0.774715;1.23967;171;NIE;
0.975522;-0.876703;0.774716;-0.774715;1.23967;95;NIE;0.774716;-0.774715;1.23967;195;NIE;
0.443726;-0.251589;0.774715;-1.37864e-07;0.619837;118;NIE;0.774717;-3.92746e-07;0.619837;135;NIE;
-0.541904;-0.90358;-0.774716;-0.774716;1.23967;119;NIE;-0.774715;-0.774716;1.23967;195;NIE;
-0.855694;0.844997;-0.774716;0.774716;1.23967;99;NIE;-0.774715;0.774716;1.23967;191;NIE;
0.486211;0.477311;0.774716;0.774716;1.23967;109;NIE;0.774715;0.774715;1.23967;171;NIE;
-0.28369;-0.886816;1.40398e-07;-0.774715;0.619837;104;NIE;-6.50618e-07;-0.774716;0.619837;173;NIE;
-0.305588;0.884138;4.48236e-07;0.774716;0.619837;114;NIE;-5.76667e-07;0.774716;0.619837;199;NIE;
-0.342007;-0.736097;3.45843e-07;-0.774716;0.619837;119;NIE;5.47991e-07;-0.774716;0.619837;137;NIE;
0.313442;0.13507;2.34332e-07;-2.70232e-07;4.07385e-12;147;TAK;-1.4848e-07;1.4969e-07;1.41553e-12;195;TAK;
0.150158;-0.258826;-4.06927e-07;-1.46918e-07;5.96012e-12;123;TAK;4.27545e-07;1.47027e-07;6.50902e-12;243;TAK;
-0.326925;-0.326848;-7.1094e-07;4.17133e-07;2.16349e-11;129;TAK;3.27123e-08;2.56489e-07;2.12896e-12;201;TAK;
