0.938482;0.019619;200;714594;6.25652e+11;1.00645e-18;37
0.296434;0.0405707;199.999;24.3002;723.49;0.752632;176
0.68225;0.0204748;199.989;21.3817;560.111;1.25543;177
0.988184;0.0424178;200.033;19.9453;487.49;1.65913;176
0.318584;0.0172067;200.001;19.0107;442.807;2.00928;112
0.838236;0.0393373;200.276;19.2373;454.048;1.92417;176
0.811388;0.0280302;200.001;19.1344;448.586;1.95784;107
0.908159;0.0322371;200.001;19.1429;448.988;1.95434;107
0.75972;0.0276529;200.068;19.0691;445.682;1.98678;177
0.96372;0.0233016;200;19.1128;447.575;1.96666;107
0.720402;0.0331818;200.026;19.2917;456.047;1.89547;281
0.374351;0.0300629;200.055;19.1136;447.734;1.96797;107
0.930054;0.0331983;199.982;19.3016;456.417;1.89036;176
0.216388;0.0155726;200.001;19.5065;466.201;1.81266;117
0.514394;0.0182518;200;18.9387;439.454;2.04001;102
0.309664;0.0475065;200.04;19.3155;457.207;1.88656;176
0.902769;0.0203747;200;19.1058;447.245;1.96957;107
0.650036;0.0458164;200.133;18.9474;440.153;2.04029;37
0.795167;0.0205805;200.001;19.0852;446.283;1.97809;212
0.873059;0.0132669;200.002;20.9416;537.328;1.36457;122
0.330789;0.0254863;200.037;19.256;454.386;1.90987;176
0.26193;0.036057;200.006;19.3294;457.786;1.88016;176
0.786295;0.0237059;200.112;18.961;440.736;2.03383;177
0.935885;0.02092;200.001;19.1133;447.595;1.9665;107
0.56845;0.0373023;200.039;18.9984;442.314;2.01565;176
0.298063;0.0203627;200.001;19.1698;450.247;1.9434;107
0.407378;0.017816;200;18.9683;440.828;2.0273;108
0.494332;0.041323;200.012;19.378;460.108;1.86154;176
0.349223;0.0132645;200.002;21.0707;543.969;1.33146;122
0.42136;0.0313074;200.036;19.1561;449.685;1.94997;107
0.738145;0.0407782;202.131;19.0037;447.194;2.07721;177
0.979552;0.0328844;199.985;18.9956;442.068;2.01519;176
0.220856;0.0206916;200.009;19.2151;452.393;1.92539;176
0.305738;0.0363436;199.993;19.1398;448.821;1.95541;107
0.543784;0.0267777;199.991;19.1002;446.962;1.97161;176
0.943645;0.0315056;200.205;19.0831;446.639;1.98505;177
0.449728;0.0460968;201.249;18.976;443.944;2.06214;142
0.56308;0.0149193;200.001;19.7179;476.362;1.73619;117
0.530536;0.014233;200.003;20.2495;502.4;1.56095;117
0.241372;0.0274001;200.013;19.3819;460.292;1.86008;107
0.841921;0.0137157;200.001;21.1654;548.869;1.30776;120
0.61561;0.016017;200.001;19.2713;455.027;1.9028;116
0.679732;0.0138754;200.001;20.6313;521.522;1.44853;121
0.421619;0.0333064;200.041;19.111;447.581;1.96859;107
0.52545;0.0270317;200.127;19.3587;459.453;1.87222;176
0.783962;0.0465817;200.09;19.3643;459.635;1.869;176
0.967613;0.049783;200.122;19.073;445.981;1.9868;176
0.243465;0.0111095;200;24.6657;745.419;0.70902;126
0.622341;0.0138294;200.001;20.4515;512.467;1.50017;121
0.795612;0.0427669;200.223;19.3882;461.079;1.86349;176
0.807733;0.0409788;199.999;19.14;448.845;1.95548;107
0.553266;0.0254888;200.064;19.2776;455.469;1.9021;177
0.50145;0.0395728;201.194;18.9743;443.743;2.0612;142
0.212511;0.0278999;200.002;19.0489;444.591;1.99324;176
0.470778;0.0164245;200.002;19.1951;451.439;1.9332;112
0.635038;0.0490199;200.001;19.1517;449.398;1.95077;102
0.441591;0.027666;200.106;19.0748;446.029;1.98556;176
0.537109;0.0449819;200.119;19.0192;443.46;2.00926;37
0.563591;0.0410614;200.726;18.9631;442.189;2.05166;37
0.560451;0.0302223;200.071;19.2559;454.464;1.91089;176
0.394486;0.0313244;200.016;19.1843;450.963;1.938;107
0.593854;0.0364274;200.015;19.2441;453.777;1.91396;176
0.44838;0.0266493;199.979;18.9609;440.44;2.0298;176
0.397225;0.0126752;200.001;22.1266;599.856;1.0949;125
0.254196;0.0294197;200.004;19.2962;456.21;1.89309;176
0.735975;0.0199898;200.18;19.0836;446.606;1.98411;177
0.956009;0.0144065;200.001;20.3346;506.627;1.53494;117
0.232702;0.0198309;200;19.1963;451.493;1.93267;107
0.324768;0.0241611;200.033;19.1269;448.307;1.96184;37
0.236713;0.0349006;199.998;18.9538;440.152;2.03342;176
0.510167;0.0114586;200;24.0279;707.368;0.787343;126
0.963898;0.0438424;200.246;18.9974;442.728;2.02233;176
0.337046;0.0341566;200.057;19.3783;460.224;1.86266;107
0.965086;0.0430444;199.967;19.1057;447.165;1.96865;176
0.567117;0.014703;200.001;19.9783;489.027;1.64742;120
0.936307;0.0218466;200;19.1136;447.61;1.96635;107
0.725498;0.0424054;200.16;19.0288;444.003;2.00642;37
0.899834;0.0368748;200;19.1358;448.65;1.95721;107
0.335922;0.0202246;200.044;19.3184;457.354;1.88549;177
0.697269;0.015556;200.002;19.6289;472.073;1.7679;117
0.312235;0.0468294;199.988;19.0115;442.816;2.00854;176
0.820304;0.0434545;200.07;18.9557;440.398;2.03484;176
0.773866;0.019561;200.209;19.0009;442.81;2.01972;177
0.932104;0.0192052;200.258;19.2053;452.499;1.9365;107
0.925221;0.0215377;200.001;19.1122;447.546;1.96694;212
0.249817;0.0317247;200;19.1975;451.549;1.93216;176
0.996788;0.0103156;200.046;25.5115;797.6;0.619994;162
0.555633;0.048977;202.194;19.0057;447.424;2.07832;107
0.817934;0.0341402;200.073;19.3452;458.691;1.87588;176
0.247186;0.0218213;202.294;19.0087;447.79;2.08005;142
0.65865;0.037301;200.196;19.0163;443.5;2.01279;32
0.846238;0.0217216;199.988;19.3491;458.681;1.87199;177
0.934901;0.0402433;200.011;19.3321;457.928;1.87924;177
0.574323;0.0300896;200.01;19.1313;448.461;1.95935;142
0.923141;0.0394636;200.035;19.3636;459.478;1.8677;176
0.843667;0.037704;200.055;19.0703;445.708;1.98589;176
0.834718;0.0326632;200.25;19.3345;458.587;1.88505;176
0.67842;0.0403916;200.187;19.378;460.511;1.86642;176
0.264192;0.02366;201.213;18.975;443.816;2.06151;142
0.361862;0.042823;200.053;19.3881;460.683;1.85879;176
0.523347;0.0140884;200.001;20.3513;507.46;1.5299;121
