-2.78845;-8.80101;-0.560009;-0.559999;13.1072;4.14718;32;1.93012;1.93013;0.0976517;3.08918;32;1.99921;1.9993;0.000110656;0.319881;32;
-5.38112;-6.87479;-0.520068;-0.519974;12.701;4.38067;32;1.93304;1.93303;0.0896889;3.09375;37;1.99927;1.99934;9.70059e-05;0.319889;37;
-1.12026;3.68385;-0.480172;-0.478909;12.2962;4.6236;146;1.93577;1.93577;0.0825073;3.09806;37;1.99943;1.99945;6.30698e-05;0.31991;37;
1.85188;7.00066;-0.440208;-0.439968;11.9081;4.86665;32;1.93824;1.9384;0.0760969;3.10207;32;1.99938;1.99938;7.76754e-05;0.3199;32;
4.04682;9.66994;-0.399949;-0.400012;11.5198;5.12013;32;1.94073;1.94091;0.0700462;3.10601;32;1.99924;1.99942;9.1516e-05;0.319893;32;
6.61771;-2.12525;-0.359975;-0.359938;11.1388;5.37949;37;1.94316;1.9432;0.0645697;3.10973;37;1.99948;1.99946;5.60756e-05;0.319915;37;
-2.49607;-8.86607;-0.319031;-0.317881;10.7505;5.65518;148;1.94537;1.94554;0.0594979;3.11333;32;1.99959;1.99942;5.0846e-05;0.319921;32;
-8.71796;5.84874;-0.279947;-0.279964;10.3964;5.91711;37;1.9477;1.94771;0.0546972;3.11687;37;1.99946;1.99946;5.88188e-05;0.319913;37;
-7.42803;6.40642;-0.240158;-0.240089;10.0363;6.19433;37;1.94975;1.94975;0.0504939;3.12011;37;1.9993;1.99929;9.943e-05;0.319887;37;
0.964038;3.67575;-0.200695;-0.200876;9.68691;6.47435;146;1.95179;1.95136;0.0468955;3.12299;142;1.99933;1.99992;4.54804e-05;0.31994;142;
6.49173;3.05478;-0.160152;-0.159815;9.33106;6.77132;37;1.95371;1.95343;0.0431209;3.12614;37;1.99956;1.99947;4.78877e-05;0.319922;37;
-7.22688;4.67761;-0.119911;-0.11993;8.98812;7.0694;37;1.95523;1.95518;0.0401313;3.12873;37;1.99958;1.99961;3.32945e-05;0.319935;37;
-7.94617;4.84553;-0.0799995;-0.0800003;8.6528;7.3728;142;1.95726;1.9573;0.0365014;3.13201;37;1.99956;1.99955;3.95076e-05;0.319929;37;
0.0389904;7.73858;-0.0402236;-0.0399978;8.3241;7.68233;32;1.95759;1.96014;0.0338677;3.13453;147;1.99943;1.99955;5.28865e-05;0.319918;32;
-7.82187;-9.96848;5.63243e-06;-2.59047e-06;7.99999;8.00001;32;1.9604;1.9604;0.0313684;3.13695;137;1.9996;1.9996;3.20868e-05;0.319936;137;
5.65918;-8.67589;0.039964;0.039987;7.68339;8.323;32;1.96199;1.96194;0.0289283;3.13944;32;1.99949;1.99959;4.22404e-05;0.319927;32;
0.715451;6.63388;0.0800765;0.079996;7.37252;8.6531;32;1.96346;1.96342;0.0267311;3.14177;32;1.99967;1.99964;2.38967e-05;0.319945;32;
-0.156662;2.98067;0.120065;0.120003;7.06854;8.98909;32;1.96498;1.96463;0.0247751;3.14393;142;1.99969;1.99936;5.07865e-05;0.319924;142;
6.68588;9.82119;0.159857;0.160048;6.77155;9.33079;32;1.96625;1.9662;0.0228154;3.14619;32;1.99956;1.99969;2.90693e-05;0.31994;32;
-3.50869;4.46964;0.199997;0.199999;6.48001;9.67998;32;1.96761;1.96763;0.0209701;3.1484;37;1.99954;1.99951;4.50612e-05;0.319924;37;
-0.84365;-0.547709;0.240095;0.240419;6.19339;10.0375;142;1.9687;1.96888;0.0194767;3.15026;37;1.9996;1.99974;2.29487e-05;0.319947;37;
-6.3933;-4.00261;0.279832;0.280132;5.91692;10.3966;37;1.9699;1.97015;0.0179672;3.15222;37;1.9998;1.99963;1.78497e-05;0.319954;37;
7.19509;-8.73937;0.320127;0.320054;5.64419;10.7656;37;1.97112;1.97121;0.0166279;3.15403;32;1.99965;1.99969;2.19455e-05;0.319947;32;
-9.30972;-9.46258;0.359999;0.359999;5.3792;11.1392;142;1.9724;1.9724;0.0152399;3.15599;137;1.99972;1.99972;1.5584e-05;0.319955;137;
3.15206;-0.566057;0.400068;0.399493;5.12141;11.5179;142;1.97344;1.97349;0.0140865;3.15768;37;1.99963;1.99971;2.17697e-05;0.319948;32;
4.17225;0.754571;0.439993;0.440018;4.86716;11.9073;37;1.97476;1.97411;0.0130714;3.15923;142;1.99963;2.00018;1.66199e-05;0.319985;142;
7.56337;-0.999076;0.480007;0.480022;4.62071;12.3009;37;1.97569;1.97569;0.0118182;3.16122;37;1.99957;1.99961;3.39874e-05;0.319934;37;
0.16241;-3.60935;0.520078;0.521075;4.37739;12.7066;146;1.97666;1.97664;0.0109033;3.16275;32;2.00067;2.00117;0.000182061;0.320147;147;
5.44219;-3.323;0.559911;0.559947;4.14761;13.1065;37;1.97761;1.97762;0.0100222;3.16428;37;1.99997;1.99985;2.44369e-06;0.319986;37;
3.66092;-6.79839;0.599812;0.599961;3.92064;13.5188;32;1.97857;1.97858;0.00918074;3.16581;32;2.00066;1.99757;0.000636304;0.319858;148;
7.17902;-8.19093;0.64009;0.640036;3.69886;13.9399;37;1.97948;1.9795;0.00841374;3.16727;32;1.99993;1.99983;3.44108e-06;0.319981;32;
3.8317;-7.80978;0.6799;0.679981;3.48511;14.3642;32;1.98149;1.97782;0.00834278;3.16754;148;1.99879;2.00239;0.000719341;0.320094;148;
-1.49721;0.607483;0.719946;0.719845;3.27733;14.7957;178;1.98146;1.98107;0.00701834;3.1701;37;1.99974;1.99991;7.41929e-06;0.319972;37;
-5.18209;-4.33937;0.760081;0.759957;3.07511;15.2354;32;1.98209;1.98212;0.00640404;3.17143;37;1.99976;1.99986;7.9608e-06;0.319969;37;
-0.824981;8.76985;0.799989;0.799999;2.88003;15.6799;32;1.98315;1.98298;0.00573804;3.17296;32;2.00002;1.99987;1.73854e-06;0.319991;32;
-5.98007;-2.84009;0.839995;0.840006;2.6912;16.1312;37;1.9838;1.98366;0.0052927;3.17403;37;1.99984;1.99984;5.36161e-06;0.319974;142;
-3.60285;1.87182;0.880068;0.880153;2.50831;16.5901;37;1.98452;1.98444;0.00481898;3.17521;37;1.99986;1.99977;7.25038e-06;0.31997;37;
4.60365;1.28753;0.919991;0.920023;2.33277;17.0529;37;1.98509;1.98564;0.00428372;3.17663;142;1.99979;1.99993;5.05339e-06;0.319977;142;
3.82319;-1.62476;0.959815;0.95989;2.16381;17.5215;37;1.98595;1.98599;0.00393697;3.17759;102;1.99997;1.99988;1.43976e-06;0.319988;251;
7.76396;-8.43421;0.999948;0.999981;2.00014;17.9996;32;1.98689;1.98676;0.00347138;3.17896;32;1.99977;1.99984;8.17933e-06;0.319968;32;
-6.13716;9.68274;1.03994;1.03997;1.84336;18.4827;37;1.98729;1.98734;0.00321772;3.17974;37;1.9999;1.99989;2.16133e-06;0.319983;37;
-8.30964;1.33333;1.08;1.08002;1.69276;18.9729;37;1.98806;1.98825;0.00280556;3.18108;37;1.99988;1.99987;3.17785e-06;0.31998;37;
-4.75933;2.40094;1.12002;1.12005;1.54868;19.4692;37;1.98877;1.98883;0.00250842;3.18211;37;1.99988;1.99983;4.35175e-06;0.319977;37;
-2.90518;5.28079;1.16009;1.16004;1.41099;19.972;32;1.98945;1.98945;0.00222625;3.18314;37;1.9998;1.99981;7.2808e-06;0.319969;37;
-0.565913;-7.92927;1.20091;1.20247;1.27459;20.5017;148;1.98985;1.99005;0.00202044;3.18394;32;2.00006;1.99988;1.89133e-06;0.319995;32;
4.05825;-2.21136;1.24001;1.24;1.15518;20.9953;37;1.99048;1.9906;0.00178986;3.18488;32;1.99991;1.99991;1.68367e-06;0.319985;32;
6.82776;8.18142;1.28;1.28;1.0368;21.5168;32;1.99137;1.99119;0.00152093;3.18606;32;1.99975;1.99998;6.47247e-06;0.319978;32;
5.09104;-3.48267;1.31994;1.31998;0.924909;22.0443;37;1.99169;1.99179;0.00136464;3.1868;32;2.00003;1.99995;3.07476e-07;0.319999;37;
-9.4501;2.61205;1.36003;1.36015;0.818975;22.5804;37;1.99239;1.99232;0.00116905;3.18778;37;1.99991;1.99982;4.02755e-06;0.319978;37;
8.86158;-1.40481;1.40005;1.40007;0.719855;23.1208;37;1.99291;1.99292;0.00100361;3.18868;37;1.99997;1.99998;1.20259e-07;0.319996;37;
-6.90584;-9.461;1.44;1.44;0.627201;23.6672;137;1.9935;1.9935;0.000845599;3.1896;137;1.99994;1.99994;8.17141e-07;0.31999;137;
1.29471;1.57873;1.48014;1.48022;0.540427;24.2233;176;1.99403;1.9944;0.000670399;3.19075;177;1.99983;1.99971;1.14673e-05;0.319963;177;
-8.31558;6.6885;1.51991;1.51991;0.460973;24.7795;37;1.99447;1.99445;0.000614029;3.19114;37;2.00001;2.00002;8.17196e-08;0.320003;37;
6.83757;-5.91615;1.56014;1.56005;0.387038;25.3485;32;1.99505;1.99506;0.000489054;3.19209;32;1.99982;1.99991;4.13285e-06;0.319978;32;
5.9559;-3.79673;1.59995;1.59998;0.320056;25.9195;37;1.99557;1.99556;0.000392845;3.19291;37;1.99998;1.99996;1.76044e-07;0.319995;32;
-8.53983;7.12858;1.64;1.64;0.2592;26.4992;142;1.99609;1.99609;0.000306062;3.19374;37;1.99996;1.99996;3.12253e-07;0.319994;142;
7.84784;-4.14785;1.67983;1.67991;0.204965;27.0829;32;1.99656;1.99654;0.00023788;3.19448;32;1.99989;1.99993;1.83548e-06;0.319985;32;
5.4728;6.76156;1.72;1.72;0.156801;27.6768;37;1.9969;1.99703;0.00018436;3.19515;32;1.99985;2.00002;2.22239e-06;0.319989;32;
-7.61665;-6.58603;1.76;1.76;0.115201;28.2752;142;1.99745;1.99745;0.00013011;3.19592;142;1.99997;1.99997;1.34793e-07;0.319996;142;
6.17291;5.30744;1.79998;1.80001;0.080003;28.8799;32;1.99795;1.99785;8.80263e-05;3.19665;37;1.99983;2.00006;3.09126e-06;0.319991;32;
-1.4956;-1.8498;1.83984;1.84009;0.0512221;29.4907;37;1.99813;1.99845;5.90053e-05;3.19726;37;2;1.99998;6.26133e-08;0.319998;32;
4.22225;-0.680041;1.87998;1.87999;0.0288082;30.1085;37;1.99897;1.99886;2.36615e-05;3.19826;37;1.99999;1.99999;1.2171e-08;0.319999;37;
-0.419259;-6.49379;1.92002;1.92;0.0127973;30.7329;32;1.99929;1.99917;1.19955e-05;3.19876;32;2.00024;1.99995;5.85506e-06;0.320015;32;
-4.39769;6.41641;1.95996;1.95997;0.0032061;31.3626;37;1.99962;1.99962;2.8888e-06;3.19939;37;1.99989;1.99992;1.92847e-06;0.319984;37;
0.398789;7.9788;2.00081;1.99843;3.10531e-06;31.9939;147;2.00081;1.99843;3.10531e-05;3.19939;147;2.00081;1.99843;0.000310531;0.319939;147;
