-2.52834;-7.30326;-1.99981;-2.00001;31.9986;3.44387e-08;32;-1.99981;-2.00001;319.986;3.44387e-09;32;-1.99981;-2.00001;3199.86;3.44387e-10;32;
-9.92963;-7.32102;-1.96011;-1.95991;31.3633;0.00319852;37;0.0100497;0.0100489;79.1981;0.80806;142;1.96079;1.96079;0.307527;0.313757;142;
-6.82667;2.70347;-1.92008;-1.92005;30.7338;0.0127794;37;0.684561;0.684559;34.6076;1.44137;37;1.98046;1.98031;0.0769412;0.316869;37;
-9.57204;2.9249;-1.87998;-1.87998;30.1085;0.0288099;37;1.0226;1.02248;19.1085;1.82715;37;1.98711;1.98711;0.03324;0.317941;37;
8.02955;1.84334;-1.84002;-1.83998;29.4912;0.0512013;37;1.22582;1.22603;11.9839;2.08132;37;1.9904;1.99055;0.0181313;0.318478;37;
0.177524;1.33468;-1.79981;-1.80007;28.8791;0.0800487;37;1.36113;1.36155;8.15764;2.25973;177;1.99255;1.99254;0.0111075;0.318809;142;
-4.32908;4.20836;-1.76027;-1.76006;28.2777;0.115043;32;1.4582;1.4582;5.871;2.39183;37;1.99357;1.9935;0.00836634;0.318966;37;
2.80926;3.56239;-1.72013;-1.71995;27.6774;0.156755;32;1.53085;1.53045;4.40577;2.4931;143;1.99488;1.99509;0.00503643;0.319198;142;
-0.412022;2.93102;-1.67985;-1.68002;27.0838;0.204884;32;1.58725;1.58776;3.403;2.57404;142;1.99528;1.99588;0.00392728;0.319293;142;
-7.47393;1.9287;-1.64011;-1.64008;26.5005;0.259067;37;1.63271;1.6328;2.69737;2.63938;37;1.99597;1.99584;0.00335059;0.319346;37;
-8.71119;7.96469;-1.60014;-1.60005;25.9214;0.319849;32;1.66972;1.66973;2.18163;2.69338;142;1.9964;1.9964;0.00258709;0.319425;142;
-3.0633;4.78459;-1.56095;-1.55835;25.3422;0.387821;147;1.70056;1.70056;1.79327;2.73883;37;1.9967;1.9967;0.00218041;0.319472;37;
-2.30964;-1.80985;-1.51986;-1.51987;24.7789;0.461061;177;1.72664;1.72676;1.49389;2.77765;37;1.99702;1.9971;0.00173379;0.319529;32;
-1.22401;8.24846;-1.48021;-1.48267;24.2408;0.537815;148;1.74889;1.74905;1.26031;2.81096;32;1.9972;1.99729;0.00151337;0.31956;32;
6.29504;-0.53502;-1.43999;-1.44006;23.6675;0.62715;37;1.7684;1.7684;1.07281;2.84016;37;1.99766;1.99765;0.00109694;0.319625;37;
2.33082;7.30411;-1.40011;-1.39997;23.1206;0.719896;32;1.78564;1.78548;0.919679;2.86609;32;1.99764;1.99774;0.00106981;0.31963;32;
8.6248;3.11763;-1.36002;-1.35998;22.5792;0.819203;37;1.8004;1.80061;0.795944;2.88877;37;1.99789;1.99793;0.000873096;0.319666;37;
2.32169;7.59457;-1.31991;-1.32002;22.0443;0.924895;32;1.81385;1.81515;0.688191;2.91009;147;1.99818;1.99942;0.000364509;0.319808;147;
-4.99671;3.5539;-1.28014;-1.28006;21.5181;1.03652;37;1.82577;1.82586;0.606794;2.92738;37;1.99824;1.99836;0.000577646;0.319728;37;
-8.2994;0.863597;-1.24003;-1.24008;20.9959;1.15503;37;1.83645;1.8364;0.535115;2.94364;37;1.99824;1.99848;0.000543333;0.319737;37;
-1.98245;-6.5031;-1.19996;-1.2;20.4798;1.28006;32;1.846;1.84619;0.47373;2.95849;32;1.99852;1.99837;0.000485205;0.319751;32;
-4.04508;-1.68953;-1.1602;-1.16041;19.9751;1.41017;137;1.85498;1.85497;0.42062;2.97217;37;1.9983;1.99865;0.000472812;0.319756;37;
-2.26573;1.11563;-1.11998;-1.11949;19.4655;1.54973;143;1.86309;1.86291;0.375369;2.98456;37;1.99853;1.9987;0.000384733;0.319779;37;
-4.46;-6.37785;-1.08018;-1.07995;18.9736;1.69256;32;1.87051;1.87039;0.335665;2.99608;32;1.99855;1.99871;0.00037774;0.319781;32;
0.391003;3.17208;-1.03925;-1.03894;18.4722;1.84667;146;1.87706;1.87756;0.301075;3.0067;142;1.99884;1.99833;0.000414142;0.319774;142;
2.98947;9.06332;-0.999869;-1.00003;17.9994;2.00021;32;1.88414;1.8854;0.265581;3.01828;147;1.99858;1.99882;0.00034145;0.319792;32;
-7.88415;-1.69835;-0.960013;-0.95995;17.523;2.16328;37;1.88924;1.88941;0.244976;3.02537;37;1.9988;1.99894;0.000256681;0.319819;37;
2.06232;-4.51915;-0.919975;-0.919987;17.0526;2.33288;37;1.89468;1.8947;0.221808;3.03372;32;1.99902;1.99892;0.000213121;0.319835;32;
7.9659;-7.47163;-0.88;-0.880001;16.5888;2.5088;142;1.89958;1.89968;0.201494;3.04142;32;1.99884;1.99893;0.000249524;0.319821;32;
8.33454;-8.24919;-0.839999;-0.840001;16.1312;2.6912;142;1.9043;1.90437;0.183019;3.04877;32;1.99895;1.999;0.000210473;0.319836;32;
7.70523;6.94287;-0.799999;-0.799999;15.68;2.88;142;1.90884;1.90877;0.166339;3.05575;37;1.99896;1.99913;0.000183016;0.319848;37;
-3.2601;7.9305;-0.76018;-0.760028;15.2364;3.07468;32;1.91282;1.91287;0.151914;3.06207;32;1.99896;1.99905;0.000199403;0.31984;32;
-5.6338;8.7962;-0.719983;-0.719996;14.7967;3.27685;32;1.91667;1.91672;0.138808;3.06809;32;1.99921;1.99919;0.000127913;0.319872;37;
-5.92385;5.01589;-0.680077;-0.680033;14.3654;3.48451;32;1.92041;1.92041;0.126696;3.07392;37;1.99923;1.99925;0.000115838;0.319878;37;
-1.73398;6.95173;-0.640099;-0.640006;13.9398;3.69891;32;1.9239;1.92386;0.115879;3.07937;37;1.99924;1.99923;0.000117032;0.319878;37;
7.84385;-1.85135;-0.600106;-0.600257;13.5219;3.91898;37;1.92712;1.92711;0.10624;3.08445;37;1.99932;1.9993;9.42609e-05;0.31989;37;
