57;68;
71;25;
75;77;
89;93;
68;96;
50;34;
53;87;
40;68;
35;35;
59;80;
44;30;
54;73;
43;67;
79;82;
48;91;
44;52;
71;81;
35;98;
87;99;
37;71;
45;74;
42;59;
47;52;
60;93;
78;25;
51;71;
40;99;
46;100;
97;26;
95;21;
54;34;
34;87;
94;25;
65;27;
51;98;
77;93;
59;82;
52;66;
65;28;
45;85;
78;85;
50;62;
43;57;
38;67;
56;26;
46;98;
34;86;
52;92;
82;100;
74;87;


29;75;
22;77;
53;48;
26;87;
44;52;
50;45;
47;52;
33;70;
56;37;
51;38;
97;26;
95;21;
94;25;
37;63;
35;72;
43;57;


71;25;
50;34;
40;49;
28;56;
35;35;
29;75;
44;30;
22;77;
26;87;
28;45;
37;38;
26;34;
23;49;
31;45;
33;70;
78;25;
36;55;
36;49;
38;56;
97;26;
95;21;
54;34;
94;25;
65;27;
37;63;
31;52;
35;72;
21;28;
65;28;
56;26;


