-4.93;4.44;
-4.6335;4.368;
-4.35182;4.2996;
-4.08423;4.23462;
-3.83002;4.17289;
-3.58852;4.11424;
-3.35909;4.05853;
-3.14114;4.00561;
-2.93408;3.95533;
-2.73738;3.90756;
-2.55051;3.86218;
-2.37298;3.81907;
-2.20434;3.77812;
-2.04412;3.73921;
-1.89191;3.70225;
-1.74732;3.66714;
-1.60995;3.63378;
-1.47945;3.60209;
-1.35548;3.57199;
-1.23771;3.54339;
-1.12582;3.51622;
-1.01953;3.49041;
-0.918554;3.46589;
-0.822626;3.44259;
-0.731495;3.42046;
-0.64492;3.39944;
-0.562674;3.37947;
-0.48454;3.3605;
-0.410313;3.34247;
-0.339798;3.32535;
-0.272808;3.30908;
-0.209167;3.29363;
-0.148709;3.27894;
-0.0912736;3.265;
-0.03671;3.25175;
0.0151255;3.23916;
0.0643693;3.2272;
0.111151;3.21584;
0.155593;3.20505;
0.197814;3.1948;
0.237923;3.18506;
0.276027;3.1758;
0.312225;3.16701;
0.346614;3.15866;
0.379283;3.15073;
0.410319;3.14319;
0.439803;3.13603;
0.467813;3.12923;
0.494422;3.12277;
0.519701;3.11663;
0.543716;3.1108;
0.56653;3.10526;
0.588204;3.1;
0.608794;3.095;
0.628354;3.09025;
0.646936;3.08574;
0.66459;3.08145;
0.68136;3.07738;
0.697292;3.07351;
0.712427;3.06983;
0.726806;3.06634;
0.740466;3.06302;
0.753442;3.05987;
0.76577;3.05688;
0.777482;3.05403;
0.788608;3.05133;
0.799177;3.04877;
0.809219;3.04633;
0.818758;3.04401;
0.82782;3.04181;
0.836429;3.03972;
0.844607;3.03773;
0.852377;3.03585;
0.859758;3.03406;
0.86677;3.03235;
0.873432;3.03073;
0.87976;3.0292;
0.885772;3.02774;
0.891483;3.02635;
0.896909;3.02503;
0.902064;3.02378;
0.906961;3.02259;
0.911613;3.02146;
0.916032;3.02039;
0.92023;3.01937;
0.924219;3.0184;
0.928008;3.01748;
0.931608;3.01661;
0.935027;3.01578;
0.938276;3.01499;
0.941362;3.01424;
0.944294;3.01353;
0.947079;3.01285;
0.949725;3.01221;
0.952239;3.0116;
0.954627;3.01102;
0.956896;3.01047;
0.959051;3.00994;
0.961098;3.00945;
0.963043;3.00897;
0.964891;3.00853;
0.966647;3.0081;
0.968314;3.00769;
0.969899;3.00731;
0.971404;3.00694;
0.972834;3.0066;
0.974192;3.00627;
0.975482;3.00595;
0.976708;3.00566;
0.977873;3.00537;
0.978979;3.0051;
0.98003;3.00485;
0.981029;3.00461;
0.981977;3.00438;
0.982878;3.00416;
0.983734;3.00395;
0.984548;3.00375;
0.98532;3.00356;
0.986054;3.00339;
0.986752;3.00322;
0.987414;3.00306;
0.988043;3.0029;
0.988641;3.00276;
0.989209;3.00262;
0.989749;3.00249;
0.990261;3.00236;
0.990748;3.00225;
0.991211;3.00213;
0.99165;3.00203;
0.992068;3.00193;
0.992464;3.00183;
0.992841;3.00174;
0.993199;3.00165;
0.993539;3.00157;
0.993862;3.00149;
0.994169;3.00142;
0.994461;3.00135;
0.994738;3.00128;
0.995001;3.00121;
0.995251;3.00115;
0.995488;3.0011;
0.995714;3.00104;
0.995928;3.00099;
0.996132;3.00094;
0.996325;3.00089;
0.996509;3.00085;
0.996683;3.00081;
0.996849;3.00077;
0.997007;3.00073;
0.997156;3.00069;
0.997299;3.00066;
0.997434;3.00062;
0.997562;3.00059;
0.997684;3.00056;
0.9978;3.00053;
0.99791;3.00051;
0.998014;3.00048;
0.998113;3.00046;
