-4.93;4.44;
-2.541;6.092;
-1.92188;6.02146;
-1.29877;5.63725;
-0.623986;4.88031;
-0.211081;4.19373;
0.053196;3.85478;
0.363604;3.57663;
0.590159;3.41831;
0.71675;3.3109;
0.809961;3.20431;
0.861895;3.13399;
0.900121;3.0914;
0.934995;3.06171;
0.956743;3.045;
0.970688;3.03187;
0.980016;3.02068;
0.98543;3.0139;
0.989864;3.00939;
0.993411;3.00647;
0.995543;3.0047;
0.996993;3.00322;
0.997901;3.0021;
0.998488;3.00143;
0.99898;3.00096;
0.999328;3.00068;
0.999544;3.00048;
0.99969;3.00032;
0.99978;3.00022;
